pmid,title,year,journal,stratum_id,age_group,sex,clinical_cohort,setting,treatment_category,treatment_names,outcome_direction,risk_factors,symptoms
37042546,The Major Depression Inventory for diagnosing according to DSM-5 and ICD-11: Psychometric properties and validity in a Swedish general population.,2023.0,International journal of methods in psychiatric research,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
35670198,The moderating role of caregiver preparedness on the relationship between depression and stroke-specific quality of life in stroke dyads: a longitudinal study.,2023.0,European journal of cardiovascular nursing,male,unspecified,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,effectively.
36648021,Directional associations between cannabis use and depression from late adolescence to young adulthood: the role of adverse childhood experiences.,2023.0,"Addiction (Abingdon, England)",older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety:**,driven pathway** where depression might drive cannabis use (not strongly supported in this study).
36648021,Directional associations between cannabis use and depression from late adolescence to young adulthood: the role of adverse childhood experiences.,2023.0,"Addiction (Abingdon, England)",general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety:**,driven pathway** where depression might drive cannabis use (not strongly supported in this study).
34368891,Prediction of clinical anxious and depressive problems in mid childhood amongst temperamentally inhibited preschool children: a population study.,2023.0,European child & adolescent psychiatry,older_adults|male|school,older_adults,male,unspecified,school,other,,unspecified,/Triggers/Risk Factors:** Parent distress and detrimental parenting practices (overinvolved/protective parenting and harsh discipline) were identified as key predictors of clinical anxiety and depression in mid childhood for temperamentally inhibited preschool children. Additional risk factors explored included demographics; traumatic events; and recent stressors.,
34368891,Prediction of clinical anxious and depressive problems in mid childhood amongst temperamentally inhibited preschool children: a population study.,2023.0,European child & adolescent psychiatry,children|male|school,children,male,unspecified,school,other,,unspecified,/Triggers/Risk Factors:** Parent distress and detrimental parenting practices (overinvolved/protective parenting and harsh discipline) were identified as key predictors of clinical anxiety and depression in mid childhood for temperamentally inhibited preschool children. Additional risk factors explored included demographics; traumatic events; and recent stressors.,
37873533,Glial Fibrillary Acidic Protein Levels in Post-Stroke Depression: A Prospective Ischemic Stroke Cohort.,2023.0,Neuropsychiatric disease and treatment,female,unspecified,female,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,
37873533,Glial Fibrillary Acidic Protein Levels in Post-Stroke Depression: A Prospective Ischemic Stroke Cohort.,2023.0,Neuropsychiatric disease and treatment,male,unspecified,male,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,
37873533,Glial Fibrillary Acidic Protein Levels in Post-Stroke Depression: A Prospective Ischemic Stroke Cohort.,2023.0,Neuropsychiatric disease and treatment,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,
34963320,Loneliness in Gender-Diverse and Sexual Orientation-Diverse Adolescents: Measurement Invariance Analyses and Between-Group Comparisons.,2023.0,Assessment,adolescents,adolescents,unspecified,unspecified,unspecified,other,,unspecified,triggers; or risk factors for depression/anxiety**:,specifically including LGBTQ+ youth.
37256467,Kif15 deficiency contributes to depression-like behavior in mice.,2023.0,Metabolic brain disease,female,unspecified,female,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors for Depression:**,at least in mice models; due to its effect on BDNF levels; inflammation; and microtubule-based transport. This study provides a foundation for future research on Kif15’s role in depression within human populations.
37256467,Kif15 deficiency contributes to depression-like behavior in mice.,2023.0,Metabolic brain disease,male,unspecified,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors for Depression:**,at least in mice models; due to its effect on BDNF levels; inflammation; and microtubule-based transport. This study provides a foundation for future research on Kif15’s role in depression within human populations.
37303126,Psychiatric comorbidities in older adults with posttraumatic stress disorder: A systematic review.,2023.0,International journal of geriatric psychiatry,adults|comorbid_mental,adults,unspecified,comorbid_mental,unspecified,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety:**,
37303126,Psychiatric comorbidities in older adults with posttraumatic stress disorder: A systematic review.,2023.0,International journal of geriatric psychiatry,older_adults|comorbid_mental,older_adults,unspecified,comorbid_mental,unspecified,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety:**,
37600017,Chronic unpredictable mild stress alters odor hedonics and adult olfactory neurogenesis in mice.,2023.0,Frontiers in neuroscience,male,unspecified,male,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,of depression (such as anhedonia).
38132358,Risk for Seasonal Affective Disorder (SAD) Linked to Circadian Clock Gene Variants.,2023.0,Biology,female,unspecified,female,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,related to seasonal affective disorder (SAD) without mediation by chronotype. Others act indirectly via diurnal preference or chronotype.
38132358,Risk for Seasonal Affective Disorder (SAD) Linked to Circadian Clock Gene Variants.,2023.0,Biology,male,unspecified,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,related to seasonal affective disorder (SAD) without mediation by chronotype. Others act indirectly via diurnal preference or chronotype.
37097054,Procedural anxiety among children and adolescents with cystic fibrosis and their parents.,2023.0,Pediatric pulmonology,adolescents,adolescents,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
37097054,Procedural anxiety among children and adolescents with cystic fibrosis and their parents.,2023.0,Pediatric pulmonology,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
37097054,Procedural anxiety among children and adolescents with cystic fibrosis and their parents.,2023.0,Pediatric pulmonology,children,children,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
37153524,Increased inflammatory cytokines and oxidative stress enhanced antibody production in breast and prostate cancer patients with COVID-19 related depression.,2023.0,Frontiers in chemistry,cancer,unspecified,unspecified,cancer,unspecified,other,,harm,Triggers; or Risk Factors for Depression/Anxiety:**,
36779123,Prevalence of Depression Among Undergraduate Medical Students in India: A Systemic Review and Meta-Analysis.,2023.0,Cureus,female,unspecified,female,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:** The study did not explicitly list specific causes but highlights that medical students may be more susceptible to depression compared to their age-matched peers. Female students exhibit slightly higher rates of depression compared to males.,and signs of depression. However; no specific therapeutic interventions like medications or therapy modalities were mentioned.
36779123,Prevalence of Depression Among Undergraduate Medical Students in India: A Systemic Review and Meta-Analysis.,2023.0,Cureus,male,unspecified,male,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:** The study did not explicitly list specific causes but highlights that medical students may be more susceptible to depression compared to their age-matched peers. Female students exhibit slightly higher rates of depression compared to males.,and signs of depression. However; no specific therapeutic interventions like medications or therapy modalities were mentioned.
36779123,Prevalence of Depression Among Undergraduate Medical Students in India: A Systemic Review and Meta-Analysis.,2023.0,Cureus,mixed,unspecified,mixed,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:** The study did not explicitly list specific causes but highlights that medical students may be more susceptible to depression compared to their age-matched peers. Female students exhibit slightly higher rates of depression compared to males.,and signs of depression. However; no specific therapeutic interventions like medications or therapy modalities were mentioned.
36779123,Prevalence of Depression Among Undergraduate Medical Students in India: A Systemic Review and Meta-Analysis.,2023.0,Cureus,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:** The study did not explicitly list specific causes but highlights that medical students may be more susceptible to depression compared to their age-matched peers. Female students exhibit slightly higher rates of depression compared to males.,and signs of depression. However; no specific therapeutic interventions like medications or therapy modalities were mentioned.
37500950,Evaluating the Impact of the Prime Time Sister Circles<sup>®</sup> Intervention on Reducing Depressive Symptoms Among African American Women with Uncontrolled Hypertension.,2023.0,Journal of general internal medicine,male|cardiovascular,unspecified,male,cardiovascular,unspecified,behavioral,,unspecified,Triggers; or Risk Factors**: Depression was prevalent among African American women aged 40–75 years with uncontrolled hypertension and low socioeconomic status.,anxiety; self-esteem; and physical health education (e.g.; hypertension; inflammation; nutrition; etc.).
36939885,Connexin 43 regulates astrocyte dysfunction and cognitive deficits in early life stress-treated mice.,2023.0,Experimental brain research,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**: Early life stress; specifically maternal separation (MS); is identified as a major risk factor for developing psychiatric disorders and cognitive impairments in adulthood.,
38017662,"Gut feelings: the relations between depression, anxiety, psychotropic drugs and the gut microbiome.",2023.0,Gut microbes,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,
38017662,"Gut feelings: the relations between depression, anxiety, psychotropic drugs and the gut microbiome.",2023.0,Gut microbes,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,
36716565,Parental depressive symptoms across the first three years of a child's life and emotional and behavioural problem trajectories in children and adolescents.,2023.0,Journal of psychiatric research,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,(both maternal and paternal) are associated with high levels of emotional and behavioural problem trajectories in children aged 3-16 years.
36716565,Parental depressive symptoms across the first three years of a child's life and emotional and behavioural problem trajectories in children and adolescents.,2023.0,Journal of psychiatric research,children,children,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,(both maternal and paternal) are associated with high levels of emotional and behavioural problem trajectories in children aged 3-16 years.
36716565,Parental depressive symptoms across the first three years of a child's life and emotional and behavioural problem trajectories in children and adolescents.,2023.0,Journal of psychiatric research,perinatal,perinatal,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,(both maternal and paternal) are associated with high levels of emotional and behavioural problem trajectories in children aged 3-16 years.
37802623,Facilitators of and barriers to perinatal telepsychiatry care: a qualitative study.,2023.0,BMJ open,perinatal|female,perinatal,female,unspecified,unspecified,other,,benefit,/Triggers/Risk Factors**: The focus is on perinatal mental health disorders (e.g.; depression; anxiety; bipolar disorder); which can negatively affect both mothers and their children if undetected or untreated.,more effectively than in-person care) or long-term clinical outcomes. It focuses instead on access and patient experience.
37802623,Facilitators of and barriers to perinatal telepsychiatry care: a qualitative study.,2023.0,BMJ open,perinatal|male,perinatal,male,unspecified,unspecified,other,,benefit,/Triggers/Risk Factors**: The focus is on perinatal mental health disorders (e.g.; depression; anxiety; bipolar disorder); which can negatively affect both mothers and their children if undetected or untreated.,more effectively than in-person care) or long-term clinical outcomes. It focuses instead on access and patient experience.
37802623,Facilitators of and barriers to perinatal telepsychiatry care: a qualitative study.,2023.0,BMJ open,perinatal,perinatal,unspecified,unspecified,unspecified,other,,benefit,/Triggers/Risk Factors**: The focus is on perinatal mental health disorders (e.g.; depression; anxiety; bipolar disorder); which can negatively affect both mothers and their children if undetected or untreated.,more effectively than in-person care) or long-term clinical outcomes. It focuses instead on access and patient experience.
37802623,Facilitators of and barriers to perinatal telepsychiatry care: a qualitative study.,2023.0,BMJ open,female,unspecified,female,unspecified,unspecified,other,,benefit,/Triggers/Risk Factors**: The focus is on perinatal mental health disorders (e.g.; depression; anxiety; bipolar disorder); which can negatively affect both mothers and their children if undetected or untreated.,more effectively than in-person care) or long-term clinical outcomes. It focuses instead on access and patient experience.
37802623,Facilitators of and barriers to perinatal telepsychiatry care: a qualitative study.,2023.0,BMJ open,male,unspecified,male,unspecified,unspecified,other,,benefit,/Triggers/Risk Factors**: The focus is on perinatal mental health disorders (e.g.; depression; anxiety; bipolar disorder); which can negatively affect both mothers and their children if undetected or untreated.,more effectively than in-person care) or long-term clinical outcomes. It focuses instead on access and patient experience.
37802623,Facilitators of and barriers to perinatal telepsychiatry care: a qualitative study.,2023.0,BMJ open,general,unspecified,unspecified,unspecified,unspecified,other,,benefit,/Triggers/Risk Factors**: The focus is on perinatal mental health disorders (e.g.; depression; anxiety; bipolar disorder); which can negatively affect both mothers and their children if undetected or untreated.,more effectively than in-person care) or long-term clinical outcomes. It focuses instead on access and patient experience.
33882587,Reproducibility of the Edinburgh Postnatal Depression Scale during the Postpartum Period.,2023.0,American journal of perinatology,perinatal|female,perinatal,female,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,
33882587,Reproducibility of the Edinburgh Postnatal Depression Scale during the Postpartum Period.,2023.0,American journal of perinatology,perinatal|male,perinatal,male,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,
37510732,Depressive Symptoms and Their Impact on Quality of Life in Parkinson's Disease: An Exploratory Network Analysis Approach.,2023.0,Journal of clinical medicine,chronic_pain,unspecified,unspecified,chronic_pain,unspecified,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety:**,in Parkinson's disease (PD) patients such as **loss of energy**; **past failure**; and **tiredness or fatigue** were identified as having the greatest impact on quality of life (QoL). These symptoms are non-motor but strongly influence overall well-being.
37990619,Heart rate variability: Evaluating a potential biomarker of anxiety disorders.,2023.0,Psychophysiology,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
36973356,"The shattered ""Iron Rice Bowl"": effects of Chinese state-owned enterprise reform on depressive symptoms in later life.",2023.0,Social psychiatry and psychiatric epidemiology,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,
36973356,"The shattered ""Iron Rice Bowl"": effects of Chinese state-owned enterprise reform on depressive symptoms in later life.",2023.0,Social psychiatry and psychiatric epidemiology,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,
36642102,Baicalin attenuates chronic unpredictable mild stress-induced hippocampal neuronal apoptosis through regulating SIRT1/PARP1 signaling pathway.,2023.0,Behavioural brain research,male,unspecified,male,unspecified,unspecified,other,,benefit,triggers; or risk factors for depression**: Chronic Unpredictable Mild Stress (CUMS) is identified as a trigger for depression via hippocampal neuronal apoptosis; with Poly (ADP-ribose) polymerase-1 (PARP1) playing a key role in the process.,. Furthermore; biochemical analyses confirmed reduced neuronal damage and apoptosis in the hippocampus; with changes in apoptosis-related protein expression (e.g.; upregulation of Bcl-2 and downregulation of Bax and cleaved-caspase-3).
36642102,Baicalin attenuates chronic unpredictable mild stress-induced hippocampal neuronal apoptosis through regulating SIRT1/PARP1 signaling pathway.,2023.0,Behavioural brain research,male,unspecified,male,unspecified,unspecified,other,,harm,triggers; or risk factors for depression**: Chronic Unpredictable Mild Stress (CUMS) is identified as a trigger for depression via hippocampal neuronal apoptosis; with Poly (ADP-ribose) polymerase-1 (PARP1) playing a key role in the process.,. Furthermore; biochemical analyses confirmed reduced neuronal damage and apoptosis in the hippocampus; with changes in apoptosis-related protein expression (e.g.; upregulation of Bcl-2 and downregulation of Bax and cleaved-caspase-3).
36073608,"Sini powder with paroxetine ameliorates major depressive disorder by modulating circadian rhythm: A randomized, double-blind, placebo-controlled trial.",2022.0,Journal of pineal research,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,improved over time compared to the control.
36352290,Living with the Threat of Covid-19: Exploring the Psychological Impact of Covid-19 in Those who Conceived Through ART Versus Spontaneously.,2022.0,Maternal and child health journal,male|outpatient,unspecified,male,unspecified,outpatient,other,,unspecified,/Triggers/Risk Factors for Anxiety**: Anxiety during pregnancy was explored in relation to the threat of Covid-19; but no significantly high Covid-19-specific anxiety was found for either group (ART and spontaneous conception). Women who conceived via ART were not more emotionally vulnerable.,
35180502,"Association of in-hospital depression and anxiety symptoms following stroke with 3 months- depression, anxiety and functional outcome.",2022.0,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,female|community,unspecified,female,unspecified,community,psychotherapy,act,unspecified,/Triggers/Risk Factors:** A history of pre-stroke depression and in-hospital anxiety/depression symptoms are significant risk factors for anxiety/depression symptoms at 3 months post-stroke. However; these factors do not predict post-stroke functional outcomes after adjusting for covariates.,are significant risk factors for anxiety/depression symptoms at 3 months post-stroke. However; these factors do not predict post-stroke functional outcomes after adjusting for covariates.
35180502,"Association of in-hospital depression and anxiety symptoms following stroke with 3 months- depression, anxiety and functional outcome.",2022.0,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,male|community,unspecified,male,unspecified,community,psychotherapy,act,unspecified,/Triggers/Risk Factors:** A history of pre-stroke depression and in-hospital anxiety/depression symptoms are significant risk factors for anxiety/depression symptoms at 3 months post-stroke. However; these factors do not predict post-stroke functional outcomes after adjusting for covariates.,are significant risk factors for anxiety/depression symptoms at 3 months post-stroke. However; these factors do not predict post-stroke functional outcomes after adjusting for covariates.
35180502,"Association of in-hospital depression and anxiety symptoms following stroke with 3 months- depression, anxiety and functional outcome.",2022.0,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,community,unspecified,unspecified,unspecified,community,psychotherapy,act,unspecified,/Triggers/Risk Factors:** A history of pre-stroke depression and in-hospital anxiety/depression symptoms are significant risk factors for anxiety/depression symptoms at 3 months post-stroke. However; these factors do not predict post-stroke functional outcomes after adjusting for covariates.,are significant risk factors for anxiety/depression symptoms at 3 months post-stroke. However; these factors do not predict post-stroke functional outcomes after adjusting for covariates.
35230663,Ginsenoside Rg1 Reduced Microglial Activation and Mitochondrial Dysfunction to Alleviate Depression-Like Behaviour Via the GAS5/EZH2/SOCS3/NRF2 Axis.,2022.0,Molecular neurobiology,adolescents|male,adolescents,male,unspecified,unspecified,other,,unspecified,/Risk Factors**: Chronic restraint stress (CRS) is identified as the trigger for depression-like behaviors in rats. Microglial activation; mitochondrial dysfunction; and epigenetic repression of genes (SOCS3 and NRF2) mediated by GAS5 and EZH2 are implicated as underlying mechanisms.,. The study highlights **microglial activation**; **mitochondrial dysfunction**; and the **epigenetic repression of SOCS3 and NRF2 by GAS5 and EZH2** as key factors contributing to depression-like behaviors.
35230663,Ginsenoside Rg1 Reduced Microglial Activation and Mitochondrial Dysfunction to Alleviate Depression-Like Behaviour Via the GAS5/EZH2/SOCS3/NRF2 Axis.,2022.0,Molecular neurobiology,adults|male,adults,male,unspecified,unspecified,other,,unspecified,/Risk Factors**: Chronic restraint stress (CRS) is identified as the trigger for depression-like behaviors in rats. Microglial activation; mitochondrial dysfunction; and epigenetic repression of genes (SOCS3 and NRF2) mediated by GAS5 and EZH2 are implicated as underlying mechanisms.,. The study highlights **microglial activation**; **mitochondrial dysfunction**; and the **epigenetic repression of SOCS3 and NRF2 by GAS5 and EZH2** as key factors contributing to depression-like behaviors.
35230663,Ginsenoside Rg1 Reduced Microglial Activation and Mitochondrial Dysfunction to Alleviate Depression-Like Behaviour Via the GAS5/EZH2/SOCS3/NRF2 Axis.,2022.0,Molecular neurobiology,older_adults|male,older_adults,male,unspecified,unspecified,other,,unspecified,/Risk Factors**: Chronic restraint stress (CRS) is identified as the trigger for depression-like behaviors in rats. Microglial activation; mitochondrial dysfunction; and epigenetic repression of genes (SOCS3 and NRF2) mediated by GAS5 and EZH2 are implicated as underlying mechanisms.,. The study highlights **microglial activation**; **mitochondrial dysfunction**; and the **epigenetic repression of SOCS3 and NRF2 by GAS5 and EZH2** as key factors contributing to depression-like behaviors.
36406855,The moderating role of trajectories of family hardiness in the relationship between trajectories of economic hardship and mental health of mothers and children.,2022.0,"Current psychology (New Brunswick, N.J.)",children,children,unspecified,unspecified,unspecified,psychotherapy,act,unspecified,/Triggers/Risk Factors**: Perceived economic hardship is associated with clinical levels of depression and anxiety in low-income families; affecting both mothers and children. Family hardiness moderates the relationship over time.,of depression and anxiety in mothers and children; moderated by family hardiness (measured through distinct trajectories).
34983334,Longitudinal Study of Depression on Amnestic Mild Cognitive Impairment and Financial Capacity.,2022.0,Clinical gerontologist,adults,adults,unspecified,unspecified,unspecified,other,,benefit,triggers; or risk factors for depression/anxiety**:,
34983334,Longitudinal Study of Depression on Amnestic Mild Cognitive Impairment and Financial Capacity.,2022.0,Clinical gerontologist,older_adults,older_adults,unspecified,unspecified,unspecified,other,,benefit,triggers; or risk factors for depression/anxiety**:,
36162077,Anterior Insula Activation During Cardiac Interoception Relates to Depressive Symptom Severity in HIV-Positive and HIV-Negative Postmenopausal Women.,2022.0,Psychosomatic medicine,female,unspecified,female,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors for Depression:**,
36162077,Anterior Insula Activation During Cardiac Interoception Relates to Depressive Symptom Severity in HIV-Positive and HIV-Negative Postmenopausal Women.,2022.0,Psychosomatic medicine,male,unspecified,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors for Depression:**,
36549378,Computational models of subjective feelings in psychiatry.,2022.0,Neuroscience and biobehavioral reviews,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,triggers; or risk factors for depression/anxiety:**,lower happiness during tasks; even though happiness depends on recent reward prediction errors which remain intact.
35674931,Valproic Acid-Induced Anxiety and Depression Behaviors are Ameliorated in p39 Cdk5 Activator-Deficient Mice.,2022.0,Neurochemical research,male,unspecified,male,unspecified,unspecified,other,,benefit,Triggers; or Risk Factors**:,
35674931,Valproic Acid-Induced Anxiety and Depression Behaviors are Ameliorated in p39 Cdk5 Activator-Deficient Mice.,2022.0,Neurochemical research,male,unspecified,male,unspecified,unspecified,other,,harm,Triggers; or Risk Factors**:,
36561855,"Cross-lagged relationship between anxiety, depression, and sleep disturbance among college students during and after collective isolation.",2022.0,Frontiers in public health,school,unspecified,unspecified,unspecified,school,other,,unspecified,/Triggers/Risk Factors**: Quarantine policies increase vulnerability to psychological problems such as anxiety; depression; and insomnia; particularly among college students.,
36257104,"Elections have (health) consequences: Depression, anxiety, and the 2020 presidential election.",2022.0,Economics and human biology,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:**,during this period.
36408093,"The Association of Perceived, Internalized, and Enacted HIV Stigma With Medication Adherence, Barriers to Adherence, and Mental Health Among Young People Living With HIV in Zambia.",2022.0,Stigma and health,adolescents,adolescents,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,of HIV stigma. This suggests a direction for future research or programming rather than a concrete intervention being used or evaluated.
36408093,"The Association of Perceived, Internalized, and Enacted HIV Stigma With Medication Adherence, Barriers to Adherence, and Mental Health Among Young People Living With HIV in Zambia.",2022.0,Stigma and health,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,of HIV stigma. This suggests a direction for future research or programming rather than a concrete intervention being used or evaluated.
34995725,HINT1 deficiency in aged mice reduces anxiety-like and depression-like behaviours and enhances cognitive performances.,2022.0,Experimental gerontology,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**: Aging is associated with increased anxiety-like and depression-like behaviors; as well as decreased cognitive performance in wild-type mice. Molecular changes include reduced glutathione peroxidase (GSH-Px); increased malondialdehyde (oxidative stress marker); and decreased brain-derived neurotrophic factor (BDNF) and tyrosine kinase B (Trk-B) expression in the hippocampus and prefrontal cortex (PFC). HINT1 deficiency is identified as a key factor that counteracts these age-related emotional and cognitive dysfunctions.,
35490841,Development of Proactive Control and Anxiety Among Behaviorally Inhibited Adolescents.,2022.0,Journal of the American Academy of Child and Adolescent Psychiatry,adolescents|female,adolescents,female,unspecified,unspecified,psychotherapy,act,benefit,/Triggers/Risk Factors:** Behavioral inhibition (BI); an infant temperament linked to heightened reactivity and negative emotion in new situations and around unfamiliar people; is identified as an early predictor of future anxiety problems. However; not all children with BI develop anxiety; proactive control skills in adolescence may act as a protective factor.,
35490841,Development of Proactive Control and Anxiety Among Behaviorally Inhibited Adolescents.,2022.0,Journal of the American Academy of Child and Adolescent Psychiatry,adolescents|male,adolescents,male,unspecified,unspecified,psychotherapy,act,benefit,/Triggers/Risk Factors:** Behavioral inhibition (BI); an infant temperament linked to heightened reactivity and negative emotion in new situations and around unfamiliar people; is identified as an early predictor of future anxiety problems. However; not all children with BI develop anxiety; proactive control skills in adolescence may act as a protective factor.,
35490841,Development of Proactive Control and Anxiety Among Behaviorally Inhibited Adolescents.,2022.0,Journal of the American Academy of Child and Adolescent Psychiatry,children|female,children,female,unspecified,unspecified,psychotherapy,act,benefit,/Triggers/Risk Factors:** Behavioral inhibition (BI); an infant temperament linked to heightened reactivity and negative emotion in new situations and around unfamiliar people; is identified as an early predictor of future anxiety problems. However; not all children with BI develop anxiety; proactive control skills in adolescence may act as a protective factor.,
35490841,Development of Proactive Control and Anxiety Among Behaviorally Inhibited Adolescents.,2022.0,Journal of the American Academy of Child and Adolescent Psychiatry,children|male,children,male,unspecified,unspecified,psychotherapy,act,benefit,/Triggers/Risk Factors:** Behavioral inhibition (BI); an infant temperament linked to heightened reactivity and negative emotion in new situations and around unfamiliar people; is identified as an early predictor of future anxiety problems. However; not all children with BI develop anxiety; proactive control skills in adolescence may act as a protective factor.,
35150151,The prevalence of mental health conditions in healthcare workers during and after a pandemic: Systematic review and meta-analysis.,2022.0,Journal of advanced nursing,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,for these conditions showed substantial variation: depression (31.8–60.5%); anxiety (34.2–57.7%); and PTSD symptoms (21.4–65.4%).
35020758,The mental health of university students during the COVID-19 pandemic: An online survey in the UK.,2022.0,PloS one,school,unspecified,unspecified,unspecified,school,other,,unspecified,Triggers; or Risk Factors**:,
35044637,β-Blockers and the Risk of Depression: A Matched Case-Control Study.,2022.0,Drug safety,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,triggers; or risk factors for depression/anxiety**:,were at significantly elevated risk (aOR 6.33) compared to those prescribed it for cardiovascular reasons.
35044637,β-Blockers and the Risk of Depression: A Matched Case-Control Study.,2022.0,Drug safety,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,triggers; or risk factors for depression/anxiety**:,were at significantly elevated risk (aOR 6.33) compared to those prescribed it for cardiovascular reasons.
35358744,Frontolimbic Network Topology Associated With Risk and Presence of Depression in Adolescents: A Study Using a Composite Risk Score in Brazil.,2022.0,Biological psychiatry. Cognitive neuroscience and neuroimaging,adolescents,adolescents,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,. Key outcomes include:
35358744,Frontolimbic Network Topology Associated With Risk and Presence of Depression in Adolescents: A Study Using a Composite Risk Score in Brazil.,2022.0,Biological psychiatry. Cognitive neuroscience and neuroimaging,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,. Key outcomes include:
35286526,Mechanisms of Repetitive Transcranial Magnetic Stimulation on Post-stroke Depression: A Resting-State Functional Magnetic Resonance Imaging Study.,2022.0,Brain topography,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors of Depression/Anxiety**:,
34344266,"The effects of music therapy applied to pregnant women on maternal, fetal, and neonatal results: A randomized controlled study.",2022.0,Health care for women international,perinatal|female,perinatal,female,unspecified,unspecified,psychotherapy,,benefit,/Triggers/Risk Factors**: Anxiety during pregnancy is a key focus; however; specific causes or triggers are not mentioned.,
34344266,"The effects of music therapy applied to pregnant women on maternal, fetal, and neonatal results: A randomized controlled study.",2022.0,Health care for women international,perinatal|female,perinatal,female,unspecified,unspecified,digital,,benefit,/Triggers/Risk Factors**: Anxiety during pregnancy is a key focus; however; specific causes or triggers are not mentioned.,
34344266,"The effects of music therapy applied to pregnant women on maternal, fetal, and neonatal results: A randomized controlled study.",2022.0,Health care for women international,perinatal|male,perinatal,male,unspecified,unspecified,psychotherapy,,benefit,/Triggers/Risk Factors**: Anxiety during pregnancy is a key focus; however; specific causes or triggers are not mentioned.,
34344266,"The effects of music therapy applied to pregnant women on maternal, fetal, and neonatal results: A randomized controlled study.",2022.0,Health care for women international,perinatal|male,perinatal,male,unspecified,unspecified,digital,,benefit,/Triggers/Risk Factors**: Anxiety during pregnancy is a key focus; however; specific causes or triggers are not mentioned.,
34656691,"Effects of long-term social isolation on central, behavioural and metabolic parameters in middle-aged mice.",2022.0,Behavioural brain research,adults|male,adults,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
34656691,"Effects of long-term social isolation on central, behavioural and metabolic parameters in middle-aged mice.",2022.0,Behavioural brain research,older_adults|male,older_adults,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
